"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote"
SOUTHWEST FORT WORTH ENDOSCOPY CENTER,45C0001317,1538104724,FORT WORTH,TX,76132,2019,93.25,,N/A,5,4040,No Different Than the National Rate,10.9,8.7,13.5,,N/A,5,N/A,5,,,,,,,,,,,,
BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,45C0001318,1780683490,CARROLLTON,TX,75010,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.23,,N/A,5,195,No Different than the National Rate,2.2,1.7,3.1,,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS AMBULATORY SURGERY CENTER LLC,45C0001320,1902036049,HOUSTON,TX,77063,2020,100,,N/A,5,2408,No Different than the National Rate,9.5,7.4,12.2,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PHYSICIANS AMBULATORY SURGERY CENTER LLC,45C0001320,1902036049,HOUSTON,TX,77063,2019,100,,N/A,5,2875,No Different Than the National Rate,11.5,9.1,14.5,,100,,N/A,5,,,,,,,,,,,,
ACUTE AND CHRONIC PAIN MANAGEMENT CENTER PA,45C0001323,1760598577,AMARILLO,TX,79124,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,90,,N/A,5,45,No Different than the National Rate,2.2,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
PALESTINE LASER AND SURGERY CENTER,45C0001324,1932212511,PALESTINE,TX,75801,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.34,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PALESTINE LASER AND SURGERY CENTER,45C0001324,1932212511,PALESTINE,TX,75801,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.07,,,,,,,,,,,,,
MEC ENDOSCOPY LLC,45C0001325,1396011615,HOUSTON,TX,77055,2020,96.83,,N/A,5,512,No Different than the National Rate,9.3,6.9,12.7,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEC ENDOSCOPY LLC,45C0001325,1396011615,HOUSTON,TX,77055,2019,100,,N/A,5,797,No Different Than the National Rate,10.7,7.9,14.5,,N/A,5,N/A,5,,,,,,,,,,,,
TEXAS GI ENDOSCOPY CENTER,45C0001327,1528253523,MESQUITE,TX,75150,2020,83.73,,N/A,5,1122,No Different than the National Rate,10.8,8.1,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS GI ENDOSCOPY CENTER,45C0001327,1528253523,MESQUITE,TX,75150,2019,N/A,5,N/A,5,1360,Worse Than the National Rate,15.5,12.2,19.8,,N/A,5,N/A,5,,,,,,,,,,,,
DIGESTIVE HEALTH CENTER OF PLANO,45C0001333,1497724942,PLANO,TX,75093,2020,72.58,,N/A,5,2589,No Different than the National Rate,9.7,7.5,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTH CENTER OF PLANO,45C0001333,1497724942,PLANO,TX,75093,2019,N/A,5,N/A,5,3044,No Different Than the National Rate,10.3,8,13,,N/A,5,N/A,5,,,,,,,,,,,,
TEXAS HEALTH RESOURCE PRESTON PLAZA SURGERY CENTER,45C0001334,1902850506,DALLAS,TX,75252,2020,100,,N/A,5,612,No Different than the National Rate,10.5,7.9,14.1,,100,,0,,335,No Different than the National Rate,2.2,1.6,2.9,,N/A,N/A,N/A,N/A,N/A,5
TEXAS HEALTH RESOURCE PRESTON PLAZA SURGERY CENTER,45C0001334,1902850506,DALLAS,TX,75252,2019,N/A,5,N/A,5,687,No Different Than the National Rate,12.9,9.6,17.3,,N/A,5,N/A,5,,,,,,,,,,,,
ODESSA ENDOSCOPY CENTER LLC,45C0001335,1629386784,ODESSA,TX,79761,2020,96.83,,N/A,5,789,No Different than the National Rate,10.7,7.9,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ODESSA ENDOSCOPY CENTER LLC,45C0001335,1629386784,ODESSA,TX,79761,2019,N/A,5,N/A,5,986,No Different Than the National Rate,13.4,10.2,17.6,,N/A,5,N/A,5,,,,,,,,,,,,
CAPLAN BERKELEY LLP,45C0001336,1033115472,HOUSTON,TX,77027,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.1,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAPLAN BERKELEY LLP,45C0001336,1033115472,HOUSTON,TX,77027,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.38,,,,,,,,,,,,,
WACO GASTROENTEROLOGY ENDOSCOPY CENTER,45C0001337,1811947062,WACO,TX,76712,2020,95.04,,N/A,5,2216,No Different than the National Rate,10.9,8.5,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WACO GASTROENTEROLOGY ENDOSCOPY CENTER,45C0001337,1811947062,WACO,TX,76712,2019,N/A,5,N/A,5,2769,No Different Than the National Rate,12.5,10,15.8,,N/A,5,N/A,5,,,,,,,,,,,,
SAN ANTONIO ENDOSCOPY CENTER,45C0001338,1992796742,SAN ANTONIO,TX,78229,2020,100,,N/A,5,2400,No Different than the National Rate,8.5,6.5,10.9,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN ANTONIO ENDOSCOPY CENTER,45C0001338,1992796742,SAN ANTONIO,TX,78229,2019,N/A,5,N/A,5,2937,No Different Than the National Rate,9.9,7.8,12.6,,N/A,5,N/A,5,,,,,,,,,,,,
ENDOSCOPY CENTER AT RIDGE PLAZA LP,45C0001339,1346288032,MCALLEN,TX,78503,2020,100,,N/A,5,1285,No Different than the National Rate,9.4,7.3,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER AT RIDGE PLAZA LP,45C0001339,1346288032,MCALLEN,TX,78503,2019,N/A,5,N/A,5,1611,No Different Than the National Rate,10.7,8.2,13.9,,N/A,5,N/A,5,,,,,,,,,,,,
CONROE TX ENDOSCOPY ASC LLC DBA RIVER OAKS ENDOSCOPY CENTER,45C0001340,1255526265,CONROE,TX,77304,2020,83.16,,N/A,5,2066,No Different than the National Rate,11.2,8.7,14.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CONROE TX ENDOSCOPY ASC LLC DBA RIVER OAKS ENDOSCOPY CENTER,45C0001340,1255526265,CONROE,TX,77304,2019,N/A,5,N/A,5,2540,No Different Than the National Rate,12.4,9.8,15.8,,N/A,5,N/A,5,,,,,,,,,,,,
AUESTETIC PLASTIC SURGERY CENTER LP DBA MUSEUM DISTRICT AMBULATORY SURGERY CENTER,45C0001342,1588636278,HOUSTON,TX,77004,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.28,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MIDLAND TEXAS SURGICAL CENTER LLC,45C0001344,1356621239,MIDLAND,TX,79706,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.82,,N/A,5,192,No Different than the National Rate,2.3,1.7,3.1,,N/A,N/A,N/A,N/A,N/A,5
GAB ENDOSCOPY CENTER LTD,45C0001345,1700882271,SAN ANTONIO,TX,78215,2020,88.28,,N/A,5,763,No Different than the National Rate,10.3,7.7,13.7,,96.43,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GAB ENDOSCOPY CENTER LTD,45C0001345,1700882271,SAN ANTONIO,TX,78215,2019,88.29,,N/A,5,969,No Different Than the National Rate,11,8.2,14.8,,97.37,,N/A,5,,,,,,,,,,,,
WEST PARK SURGERY CENTER LP,45C0001349,1649233180,MCKINNEY,TX,75069,2020,74,,N/A,5,202,No Different than the National Rate,9.4,6.9,12.8,,100,,0.06,,38,No Different than the National Rate,2.1,1.5,3,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
WEST PARK SURGERY CENTER LP,45C0001349,1649233180,MCKINNEY,TX,75069,2019,76.19,,N/A,5,237,No Different Than the National Rate,11.6,8.4,16,,100,,0.2,,,,,,,,,,,,,
THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,45C0001351,1386657047,SAN ANTONIO,TX,78258,2020,37.45,,N/A,5,1145,No Different than the National Rate,9.2,7,12.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,45C0001351,1386657047,SAN ANTONIO,TX,78258,2019,N/A,5,N/A,5,1447,No Different Than the National Rate,10.4,7.9,13.6,,N/A,5,N/A,5,,,,,,,,,,,,
WALNUT HILL SURGERY CENTER,45C0001352,1700838190,DALLAS,TX,75231,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WALNUT HILL SURGERY CENTER,45C0001352,1700838190,DALLAS,TX,75231,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.12,,,,,,,,,,,,,
BAYLOR SCOTT WHITE SURGICARE PLANO,45C0001355,1962681130,PLANO,TX,75093,2020,53.6,,N/A,5,2456,No Different than the National Rate,10.4,8.1,13.2,,99.33,,0,,76,No Different than the National Rate,2.1,1.5,2.8,,N/A,N/A,N/A,N/A,N/A,5
BAYLOR SCOTT WHITE SURGICARE PLANO,45C0001355,1962681130,PLANO,TX,75093,2019,N/A,5,N/A,5,2876,No Different Than the National Rate,12.6,9.9,16,,N/A,5,N/A,5,,,,,,,,,,,,
BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,45C0001357,1578530226,FORT WORTH,TX,76104,2020,100,,N/A,5,251,No Different than the National Rate,9.8,7.2,13.5,,100,,0,,362,No Different than the National Rate,2.6,1.9,3.4,,295,No Different than the National Rate,5.3,4,7.1,
BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,45C0001357,1578530226,FORT WORTH,TX,76104,2019,N/A,5,N/A,5,274,No Different Than the National Rate,11.6,8.5,16.1,,N/A,5,N/A,5,,,,,,,,,,,,
MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,45C0001363,1003127606,HOUSTON,TX,77018,2020,95.24,,N/A,5,380,No Different than the National Rate,10.3,7.5,14.1,,90.91,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,45C0001363,1003127606,HOUSTON,TX,77018,2019,100,,N/A,5,488,No Different Than the National Rate,13.7,10.1,18.9,,N/A,1,N/A,5,,,,,,,,,,,,
ROCKWALL AMBULATORY SURGERY CENTER LLP,45C0001364,1073694550,ROCKWALL,TX,75087,2020,100,,N/A,5,807,No Different than the National Rate,11.4,8.6,15.3,,100,,N/A,5,148,No Different than the National Rate,2.2,1.6,2.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
ROCKWALL AMBULATORY SURGERY CENTER LLP,45C0001364,1073694550,ROCKWALL,TX,75087,2019,100,,N/A,5,875,No Different Than the National Rate,13.9,10.4,18.5,,100,,N/A,5,,,,,,,,,,,,
CHRISTUS SANTA ROSA PHYSICIANS AMBULATORY SURGERY CENTER NEW BRAUNFELS,45C0001365,1447212121,NEW BRAUNFELS,TX,78130,2020,84.94,,N/A,5,2147,No Different than the National Rate,9.9,7.8,12.7,,100,,0.3,,431,No Different than the National Rate,2,1.4,2.6,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CHRISTUS SANTA ROSA PHYSICIANS AMBULATORY SURGERY CENTER NEW BRAUNFELS,45C0001365,1447212121,NEW BRAUNFELS,TX,78130,2019,81.19,,N/A,5,2399,No Different Than the National Rate,10.9,8.5,14,,100,,0.45,,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,45C0001369,1508837899,HOUSTON,TX,77008,2020,100,,N/A,5,740,No Different than the National Rate,9.8,7.3,13,,100,,10.53,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,45C0001369,1508837899,HOUSTON,TX,77008,2019,100,,N/A,5,897,No Different Than the National Rate,12,8.9,16,,100,,N/A,1,,,,,,,,,,,,
MEMORIAL HERMANN TEXAS INTERNATIONAL ENDOSCOPY CENTER DBA TEXAS INTERNATIONAL ENDOSCOPY CENTER,45C0001370,1427491547,HOUSTON,TX,77030,2020,81.7,,N/A,5,1221,No Different than the National Rate,12.3,9.4,16.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEMORIAL HERMANN TEXAS INTERNATIONAL ENDOSCOPY CENTER DBA TEXAS INTERNATIONAL ENDOSCOPY CENTER,45C0001370,1427491547,HOUSTON,TX,77030,2019,N/A,5,N/A,5,1526,Worse Than the National Rate,15.9,12.4,20.3,,N/A,5,N/A,5,,,,,,,,,,,,
METHODIST MEDICAL CENTER ASC LP,45C0001371,1972570117,SAN ANTONIO,TX,78229,2020,21.05,,N/A,5,70,No Different than the National Rate,9.8,7,13.6,,100,,0.8,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,7
METHODIST MEDICAL CENTER ASC LP,45C0001371,1972570117,SAN ANTONIO,TX,78229,2019,31.25,,N/A,5,80,No Different Than the National Rate,12.4,8.9,17.5,,99.66,,0.68,,,,,,,,,,,,,
HOUSTON SURGERY CENTER,45C0001372,1558782268,HOUSTON,TX,77055,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.18,,N/A,5,71,No Different than the National Rate,2.2,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
HOUSTON SURGERY CENTER,45C0001372,1558782268,HOUSTON,TX,77055,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
ROCKWALL HEATH AMBULATORY SURGERY CENTER LLP DBA BAYLOR SURGICARE AT HEATH,45C0001373,1891788584,HEATH,TX,75032,2020,N/A,5,N/A,5,89,No Different than the National Rate,9.7,7.1,13.5,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
ROCKWALL HEATH AMBULATORY SURGERY CENTER LLP DBA BAYLOR SURGICARE AT HEATH,45C0001373,1891788584,HEATH,TX,75032,2019,N/A,5,N/A,5,137,No Different Than the National Rate,12.2,8.6,16.8,,N/A,5,N/A,5,,,,,,,,,,,,
EL PASO DAY,45C0001374,1407807050,EL PASO,TX,79902,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
NORTH AUSTIN SURGERY CENTER LP,45C0001375,1699738112,AUSTIN,TX,78758,2020,100,,N/A,5,320,No Different than the National Rate,9.8,7.2,13.3,,99.82,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,652,No Different than the National Rate,6.8,5.4,8.5,
NORTH AUSTIN SURGERY CENTER LP,45C0001375,1699738112,AUSTIN,TX,78758,2019,98.41,,N/A,5,335,No Different Than the National Rate,11.9,8.7,16.3,,99.85,,N/A,5,,,,,,,,,,,,
CITYVIEW SURGERY CENTER LTD,45C0001376,1659378800,FORT WORTH,TX,76132,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.03,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAYLOR AMBULATORY ENDOSCOPY CENTER,45C0001377,1346203528,PLANO,TX,75093,2020,47.7,,N/A,5,3203,No Different than the National Rate,10.8,8.6,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAYLOR AMBULATORY ENDOSCOPY CENTER,45C0001377,1346203528,PLANO,TX,75093,2019,N/A,5,N/A,5,3768,No Different Than the National Rate,12.9,10.5,16,,N/A,5,N/A,5,,,,,,,,,,,,
"ADC SURGICENTER, LLC DBA AUSTIN DIAGNOSTIC CLINIC",45C0001378,1487178406,AUSTIN,TX,78731,2020,N/A,5,N/A,5,427,No Different than the National Rate,9.6,7.1,13.1,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
"ADC SURGICENTER, LLC DBA AUSTIN DIAGNOSTIC CLINIC",45C0001378,1487178406,AUSTIN,TX,78731,2019,100,,N/A,5,427,No Different Than the National Rate,11.3,8.3,15.7,,100,,0,,,,,,,,,,,,,
TUSCAN SURGERY CENTER AT LAS COLINAS,45C0001384,1013227248,IRVING,TX,75039,2020,100,,N/A,5,1458,No Different than the National Rate,9.2,7,12.2,,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TUSCAN SURGERY CENTER AT LAS COLINAS,45C0001384,1013227248,IRVING,TX,75039,2019,N/A,5,N/A,5,1727,No Different Than the National Rate,11.5,8.7,15.2,,N/A,5,N/A,5,,,,,,,,,,,,
DENTON REGIONAL AMBULATORY SURGERY CENTER LP,45C0001388,1952364499,DENTON,TX,76210,2020,57.14,,N/A,5,1324,No Different than the National Rate,10.5,8.2,13.8,,100,,0.19,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
DENTON REGIONAL AMBULATORY SURGERY CENTER LP,45C0001388,1952364499,DENTON,TX,76210,2019,60.42,,N/A,5,1741,No Different Than the National Rate,14.5,11.5,18.4,,100,,0.34,,,,,,,,,,,,,
TEXAS ENDOSCOPY CENTERS LLC DBA TEXAS ENDOSCOPY,45C0001390,1023420577,PLANO,TX,75093,2020,90,,N/A,5,1042,No Different than the National Rate,10.2,7.6,13.4,,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS ENDOSCOPY CENTERS LLC DBA TEXAS ENDOSCOPY,45C0001390,1023420577,PLANO,TX,75093,2019,N/A,5,N/A,5,1216,No Different Than the National Rate,12.4,9.3,16.4,,N/A,5,N/A,5,,,,,,,,,,,,
TEXAS ENDOSCOPY CENTERS LLC,45C0001391,1902218456,PLANO,TX,75025,2020,47.38,,N/A,5,1495,No Different than the National Rate,10.4,7.9,13.4,,63.64,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS ENDOSCOPY CENTERS LLC,45C0001391,1902218456,PLANO,TX,75025,2019,90.98,,N/A,5,1726,No Different Than the National Rate,11.7,8.9,15.2,,0,,N/A,5,,,,,,,,,,,,
NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,45C0001393,1124083076,GARLAND,TX,75044,2020,100,,N/A,5,813,No Different than the National Rate,10.9,8.2,14.7,,100,,N/A,5,133,No Different than the National Rate,2.1,1.5,2.8,,57,No Different than the National Rate,6.5,4.4,9.6,
NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,45C0001393,1124083076,GARLAND,TX,75044,2019,N/A,5,N/A,5,944,No Different Than the National Rate,12.9,9.7,17.4,,N/A,5,N/A,5,,,,,,,,,,,,
WICHITA FALLS ENDOSCOPY CENTER,45C0001394,1407851090,WICHITA FALLS,TX,76301,2020,91.38,,N/A,5,2904,No Different than the National Rate,10.5,8.4,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WICHITA FALLS ENDOSCOPY CENTER,45C0001394,1407851090,WICHITA FALLS,TX,76301,2019,92.45,,N/A,5,3553,No Different Than the National Rate,12.1,9.8,14.9,,N/A,5,N/A,5,,,,,,,,,,,,
CENTENNIAL ASC LLC,45C0001396,1639146541,FRISCO,TX,75035,2020,74.51,,N/A,5,135,No Different than the National Rate,10.1,7.4,13.9,,98.96,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
CENTENNIAL ASC LLC,45C0001396,1639146541,FRISCO,TX,75035,2019,N/A,5,N/A,5,167,No Different Than the National Rate,12.8,9.1,17.5,,N/A,5,N/A,5,,,,,,,,,,,,
DALLAS ENDOSCOPY CENTER LTD,45C0001400,1518943679,DALLAS,TX,75205,2020,N/A,1,N/A,5,4673,Better than the National Rate,7.7,6.2,9.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DALLAS ENDOSCOPY CENTER LTD,45C0001400,1518943679,DALLAS,TX,75205,2019,N/A,5,N/A,5,5734,No Different Than the National Rate,10,8.1,12.1,,N/A,5,N/A,5,,,,,,,,,,,,
CHRISTUS SANTA ROSA PHYSICIANS AMBULATORY SURGERY CENTER IV,45C0001402,1154369114,SAN ANTONIO,TX,78258,2020,10.53,,N/A,5,263,No Different than the National Rate,9.6,7.1,12.9,,100,,0.67,,230,No Different than the National Rate,1.9,1.4,2.7,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CHRISTUS SANTA ROSA PHYSICIANS AMBULATORY SURGERY CENTER IV,45C0001402,1154369114,SAN ANTONIO,TX,78258,2019,63.07,,N/A,5,215,No Different Than the National Rate,11.9,8.7,16.4,,100,,1.42,,,,,,,,,,,,,
TEXAS REGIONAL EYE CENTER ASC LLC,45C0001403,1972675668,BRYAN,TX,77802,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS REGIONAL EYE CENTER ASC LLC,45C0001403,1972675668,BRYAN,TX,77802,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,45C0001406,1558331801,THE WOODLANDS,TX,77380,2020,100,,N/A,5,345,No Different than the National Rate,10.4,7.6,13.8,,100,,N/A,5,69,No Different than the National Rate,2.2,1.6,3,,89,No Different than the National Rate,5.6,3.8,8.1,
MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,45C0001406,1558331801,THE WOODLANDS,TX,77380,2019,100,,N/A,5,439,No Different Than the National Rate,12.6,9.2,17.6,,100,,N/A,5,,,,,,,,,,,,
OUTPATIENT WOMENS AND CHILDRENS SURGERY CENTER LTD,45C0001409,1225091739,HOUSTON,TX,77054,2020,35.71,,N/A,5,95,No Different than the National Rate,9.7,7,13.4,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,33,No Different than the National Rate,5.1,3.4,7.8,
OUTPATIENT WOMENS AND CHILDRENS SURGERY CENTER LTD,45C0001409,1225091739,HOUSTON,TX,77054,2019,82.54,,N/A,5,132,No Different Than the National Rate,11.4,8.4,16.2,,100,,N/A,5,,,,,,,,,,,,
FIRST SURGICAL WOODLANDS LP,45C0001411,1962538959,SPRING,TX,77386,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,38,No Different than the National Rate,2.2,1.6,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
FIRST SURGICAL WOODLANDS LP,45C0001411,1962538959,SPRING,TX,77386,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,45C0001412,1861405607,CEDAR PARK,TX,78613,2020,89.87,,N/A,5,884,No Different than the National Rate,10.1,7.6,13.2,,63.64,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,45C0001412,1861405607,CEDAR PARK,TX,78613,2019,N/A,5,N/A,5,948,No Different Than the National Rate,12.6,9.6,16.8,,N/A,5,N/A,5,,,,,,,,,,,,
CLEARVIEW SURGERY CENTER INC,45C0001414,1780604694,SOUTHLAKE,TX,76092,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CLEARVIEW SURGERY CENTER INC,45C0001414,1780604694,SOUTHLAKE,TX,76092,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.17,,,,,,,,,,,,,
PEARLAND PREMIER SURGERY CENTER LTD,45C0001418,1497767149,PEARLAND,TX,77584,2020,N/A,5,N/A,5,138,No Different than the National Rate,9.8,7.1,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PEARLAND PREMIER SURGERY CENTER LTD,45C0001418,1497767149,PEARLAND,TX,77584,2019,N/A,5,N/A,5,199,No Different Than the National Rate,11.8,8.5,16.3,,N/A,5,N/A,5,,,,,,,,,,,,
DENTON SURGERY CENTER LLC DBA TEXAS HEALTH SURGERY CENTER DENTON,45C0001420,1720020472,DENTON,TX,76201,2020,100,,N/A,5,849,No Different than the National Rate,10.7,8.1,14.3,,99.86,,0,,96,No Different than the National Rate,2.1,1.5,2.8,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
DENTON SURGERY CENTER LLC DBA TEXAS HEALTH SURGERY CENTER DENTON,45C0001420,1720020472,DENTON,TX,76201,2019,100,,N/A,5,1011,No Different Than the National Rate,12.4,9.4,16.2,,100,,0,,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,45C0001421,1366776106,RICHMOND,TX,77469,2020,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,N/A,5,67,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
LONE STAR ENDOSCOPY KELLER,45C0001422,1306804612,KELLER,TX,76248,2019,98.78,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
